MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
316009012,2024-08-15T00:06:34,69.449411,-133.015588,6.5,60.0,62,MV_NUNAVUT_EASTERN,79,0,87,16,5.3,79,A
316009012,2024-08-15T00:06:47,69.449091,-133.014484,6.0,60.8,62,MV_NUNAVUT_EASTERN,79,0,87,16,5.3,79,A
316009012,2024-08-15T00:06:56,69.449757,-133.013481,6.6,60.1,61,MV_NUNAVUT_EASTERN,79,0,87,16,5.3,79,A
316007890,2024-08-15T00:07:00,69.300171,-106.000148,3.3,68.3,65,FV_INUKTITUK,30,7,18,5,2.1,30,A
316009012,2024-08-15T00:07:08,69.449606,-133.012478,5.3,57.2,58,MV_NUNAVUT_EASTERN,79,0,87,16,5.3,79,A
316009012,2024-08-15T00:07:22,69.449934,-133.01158,5.5,56.1,56,MV_NUNAVUT_EASTERN,79,0,87,16,5.3,79,A
316009012,2024-08-15T00:07:33,69.449724,-133.011034,5.6,61.2,64,MV_NUNAVUT_EASTERN,79,0,87,16,5.3,79,A
316009012,2024-08-15T00:07:44,69.450197,-133.010208,6.0,61.1,56,MV_NUNAVUT_EASTERN,79,0,87,16,5.3,79,A
316009012,2024-08-15T00:07:56,69.450176,-133.009994,6.1,60.6,56,MV_NUNAVUT_EASTERN,79,0,87,16,5.3,79,A
316009012,2024-08-15T00:08:07,69.450508,-133.008643,7.2,62.9,62,MV_NUNAVUT_EASTERN,79,0,87,16,5.3,79,A
316009012,2024-08-15T00:08:21,69.450238,-133.007912,6.1,60.0,64,MV_NUNAVUT_EASTERN,79,0,87,16,5.3,79,A
316009012,2024-08-15T00:08:35,69.450919,-133.007078,6.4,59.5,60,MV_NUNAVUT_EASTERN,79,0,87,16,5.3,79,A
316009012,2024-08-15T00:08:47,69.450878,-133.006068,6.4,58.6,62,MV_NUNAVUT_EASTERN,79,0,87,16,5.3,79,A
316009012,2024-08-15T00:09:01,69.451488,-133.005051,5.8,64.8,64,MV_NUNAVUT_EASTERN,79,0,87,16,5.3,79,A
316009012,2024-08-15T00:09:14,69.451213,-133.003977,6.5,62.1,59,MV_NUNAVUT_EASTERN,79,0,87,16,5.3,79,A
316009012,2024-08-15T00:09:26,69.451548,-133.002627,5.6,59.5,59,MV_NUNAVUT_EASTERN,79,0,87,16,5.3,79,A
316009012,2024-08-15T00:09:35,69.4515,-133.002031,5.5,60.8,56,MV_NUNAVUT_EASTERN,79,0,87,16,5.3,79,A
316009012,2024-08-15T00:09:50,69.452163,-133.001835,7.1,63.8,61,MV_NUNAVUT_EASTERN,79,0,87,16,5.3,79,A
316003456,2024-08-15T00:10:00,69.117153,-105.052616,3.5,323.8,324,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316009012,2024-08-15T00:10:02,69.452102,-133.000374,5.9,65.3,56,MV_NUNAVUT_EASTERN,79,0,87,16,5.3,79,A
316009012,2024-08-15T00:10:16,69.452641,-132.999692,6.4,58.1,60,MV_NUNAVUT_EASTERN,79,0,87,16,5.3,79,A
316009012,2024-08-15T00:10:29,69.45232,-132.998652,4.9,60.2,64,MV_NUNAVUT_EASTERN,79,0,87,16,5.3,79,A
316007890,2024-08-15T00:13:53,69.302241,-105.985469,3.0,66.8,64,FV_INUKTITUK,30,7,18,5,2.1,30,A
316001234,2024-08-15T00:14:14,69.15456,-105.003158,10.5,22.0,29,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T00:14:32,69.155268,-105.001906,10.1,24.2,511,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T00:14:42,69.155984,-105.000762,10.2,23.2,22,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316002345,2024-08-15T00:15:00,69.117231,-105.051976,10.3,281.2,281,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316001234,2024-08-15T00:15:01,69.156524,-105.000187,10.4,21.2,22,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T00:15:14,69.157024,-104.999314,10.6,25.2,35,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316002345,2024-08-15T00:15:17,69.117107,-105.053636,10.2,289.5,511,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316001234,2024-08-15T00:15:23,69.157404,-104.99936,10.7,27.3,27,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316002345,2024-08-15T00:15:36,69.117375,-105.056777,9.6,285.5,283,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316001234,2024-08-15T00:15:43,69.158512,-104.997821,10.2,22.6,24,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316002345,2024-08-15T00:15:44,69.117256,-105.056962,8.8,288.3,288,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316001234,2024-08-15T00:15:54,69.15895,-104.99732,10.9,26.0,17,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316002345,2024-08-15T00:15:55,69.11775,-105.059095,9.6,286.7,283,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316002345,2024-08-15T00:16:07,69.117805,-105.059948,8.7,284.7,511,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316002345,2024-08-15T00:16:19,69.117778,-105.062309,10.1,285.9,285,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316002345,2024-08-15T00:16:36,69.118288,-105.06397,9.0,285.1,283,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316003456,2024-08-15T00:19:08,69.123782,-105.065221,2.8,324.2,326,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316005678,2024-08-15T00:28:02,63.797171,-68.551439,9.1,341.3,343,UMIAK_I,70,0,225,32,10.1,70,A
316005678,2024-08-15T00:28:19,63.797534,-68.552254,7.7,346.5,343,UMIAK_I,70,0,225,32,10.1,70,A
316005678,2024-08-15T00:28:39,63.798151,-68.552335,8.1,343.9,346,UMIAK_I,70,0,225,32,10.1,70,A
316005678,2024-08-15T00:28:58,63.798879,-68.552919,8.6,344.3,349,UMIAK_I,70,0,225,32,10.1,70,A
316003456,2024-08-15T00:29:02,69.131025,-105.079006,2.8,327.1,328,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316005678,2024-08-15T00:29:15,63.799418,-68.553297,8.6,342.9,340,UMIAK_I,70,0,225,32,10.1,70,A
316005678,2024-08-15T00:29:23,63.800129,-68.553544,8.2,340.0,341,UMIAK_I,70,0,225,32,10.1,70,A
316005678,2024-08-15T00:29:35,63.800531,-68.554,9.1,342.6,340,UMIAK_I,70,0,225,32,10.1,70,A
316005678,2024-08-15T00:29:47,63.800523,-68.554739,8.6,344.5,344,UMIAK_I,70,0,225,32,10.1,70,A
316001234,2024-08-15T00:33:25,69.205229,-104.936487,10.3,27.6,30,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T00:33:40,69.206209,-104.935476,9.9,26.6,25,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T00:33:48,69.206378,-104.934863,10.4,25.5,22,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T00:34:07,69.207275,-104.934395,10.9,24.9,29,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T00:34:21,69.207695,-104.933789,10.2,25.5,24,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T00:34:35,69.208421,-104.932931,10.5,22.6,29,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T00:34:45,69.208946,-104.932145,10.5,26.2,27,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T00:34:53,69.209147,-104.931838,10.4,25.1,25,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316002345,2024-08-15T00:38:00,69.132584,-105.221614,9.3,286.8,282,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316002345,2024-08-15T00:38:10,69.132919,-105.222741,9.8,285.7,286,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316002345,2024-08-15T00:38:24,69.133214,-105.224464,9.9,284.3,511,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316003456,2024-08-15T00:38:35,69.137674,-105.092718,2.6,325.4,323,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316002345,2024-08-15T00:38:42,69.133681,-105.227357,9.9,286.1,281,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316002345,2024-08-15T00:38:56,69.133257,-105.228518,9.5,285.2,280,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316002345,2024-08-15T00:39:04,69.134112,-105.229364,9.2,285.7,284,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316002345,2024-08-15T00:39:18,69.13406,-105.231723,9.5,286.1,286,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316002345,2024-08-15T00:39:30,69.133935,-105.232628,9.7,287.5,284,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316001234,2024-08-15T00:48:06,69.244506,-104.885516,9.6,25.4,30,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T00:48:24,69.245022,-104.884844,10.8,24.5,21,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T00:48:44,69.245567,-104.88358,10.7,23.7,26,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T00:48:54,69.246118,-104.883136,11.6,21.1,24,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T00:49:09,69.2471,-104.881309,11.6,24.0,28,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T00:49:27,69.247879,-104.881046,10.6,20.6,23,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T00:49:38,69.248657,-104.880631,12.1,23.1,21,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T00:49:53,69.24888,-104.880026,10.4,21.6,28,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316002345,2024-08-15T00:53:46,69.144249,-105.338383,10.1,283.7,280,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316005678,2024-08-15T00:53:54,63.852986,-68.591582,8.8,344.6,341,UMIAK_I,70,0,225,32,10.1,70,A
316002345,2024-08-15T00:54:01,69.144373,-105.33994,9.3,281.1,284,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316005678,2024-08-15T00:54:07,63.853654,-68.591716,7.9,343.4,340,UMIAK_I,70,0,225,32,10.1,70,A
316002345,2024-08-15T00:54:13,69.144129,-105.341978,9.3,281.7,288,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316005678,2024-08-15T00:54:20,63.85444,-68.59199,8.5,341.7,346,UMIAK_I,70,0,225,32,10.1,70,A
316002345,2024-08-15T00:54:30,69.144495,-105.344012,10.0,284.2,282,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316005678,2024-08-15T00:54:38,63.854663,-68.592125,8.2,343.4,338,UMIAK_I,70,0,225,32,10.1,70,A
316002345,2024-08-15T00:54:40,69.144811,-105.344648,9.9,285.6,283,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316005678,2024-08-15T00:54:49,63.854809,-68.592314,7.6,344.4,511,UMIAK_I,70,0,225,32,10.1,70,A
316002345,2024-08-15T00:54:58,69.145204,-105.346902,9.7,283.2,285,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316005678,2024-08-15T00:54:59,63.855492,-68.592996,8.2,343.0,342,UMIAK_I,70,0,225,32,10.1,70,A
316002345,2024-08-15T00:55:08,69.145332,-105.348514,9.9,281.4,286,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316005678,2024-08-15T00:55:09,63.855563,-68.593066,8.0,342.9,343,UMIAK_I,70,0,225,32,10.1,70,A
316002345,2024-08-15T00:55:18,69.144967,-105.349498,10.3,284.3,285,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316005678,2024-08-15T00:55:20,63.856432,-68.593447,6.9,338.9,338,UMIAK_I,70,0,225,32,10.1,70,A
316001234,2024-08-15T01:00:44,69.277547,-104.842561,11.2,29.1,23,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T01:00:53,69.278135,-104.841367,10.8,26.0,24,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T01:01:08,69.278601,-104.841093,9.3,24.2,22,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T01:01:19,69.279127,-104.840477,10.1,23.5,23,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T01:01:28,69.279854,-104.840791,10.8,25.5,27,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T01:01:39,69.280419,-104.839355,10.7,26.4,23,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T01:01:54,69.280449,-104.837782,10.4,25.5,511,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316001234,2024-08-15T01:02:10,69.281269,-104.837147,10.4,26.8,511,CCGS_AMUNDSEN,52,0,98,20,7.5,52,A
316002345,2024-08-15T01:12:02,69.157212,-105.473535,8.9,285.7,284,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316002345,2024-08-15T01:12:14,69.157579,-105.475094,10.3,279.9,284,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316002345,2024-08-15T01:12:32,69.157152,-105.476953,9.2,281.8,283,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316002345,2024-08-15T01:12:47,69.157723,-105.478461,10.6,284.4,283,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316002345,2024-08-15T01:12:57,69.157958,-105.480683,9.4,285.5,287,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316002345,2024-08-15T01:13:05,69.157849,-105.480921,9.8,289.5,287,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316002345,2024-08-15T01:13:23,69.157919,-105.483576,9.1,284.1,511,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316002345,2024-08-15T01:13:39,69.158396,-105.484976,10.0,285.0,288,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316005678,2024-08-15T01:18:42,63.906917,-68.629014,8.5,340.8,339,UMIAK_I,70,0,225,32,10.1,70,A
316005678,2024-08-15T01:19:01,63.907865,-68.629465,8.9,343.2,343,UMIAK_I,70,0,225,32,10.1,70,A
316005678,2024-08-15T01:19:16,63.908196,-68.629536,8.1,344.7,344,UMIAK_I,70,0,225,32,10.1,70,A
316005678,2024-08-15T01:19:31,63.909057,-68.629718,8.0,340.9,342,UMIAK_I,70,0,225,32,10.1,70,A
316005678,2024-08-15T01:19:44,63.909572,-68.630129,7.5,341.4,345,UMIAK_I,70,0,225,32,10.1,70,A
316005678,2024-08-15T01:20:02,63.910117,-68.630967,7.7,345.6,511,UMIAK_I,70,0,225,32,10.1,70,A
316005678,2024-08-15T01:20:20,63.91096,-68.631227,8.0,343.2,339,UMIAK_I,70,0,225,32,10.1,70,A
316005678,2024-08-15T01:20:34,63.911379,-68.631205,8.0,343.6,343,UMIAK_I,70,0,225,32,10.1,70,A
316002345,2024-08-15T01:27:30,69.167865,-105.587927,9.8,284.6,283,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316002345,2024-08-15T01:27:38,69.168001,-105.589124,10.6,287.8,287,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316002345,2024-08-15T01:27:54,69.168254,-105.590488,10.2,283.9,286,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316002345,2024-08-15T01:28:07,69.168069,-105.592192,10.4,286.0,283,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316002345,2024-08-15T01:28:21,69.168586,-105.593891,9.9,286.5,280,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316002345,2024-08-15T01:28:29,69.16841,-105.594807,9.2,282.5,282,TANKER_UMIAVUT,80,0,136,22,8.7,80,A
316005678,2024-08-15T01:37:34,63.948475,-68.657028,7.7,344.5,511,UMIAK_I,70,0,225,32,10.1,70,A
316005678,2024-08-15T01:37:42,63.948515,-68.657666,8.4,343.4,345,UMIAK_I,70,0,225,32,10.1,70,A
316005678,2024-08-15T01:38:00,63.949377,-68.658337,8.2,343.8,346,UMIAK_I,70,0,225,32,10.1,70,A
316007890,2024-08-15T01:54:42,69.330307,-105.779139,2.6,68.2,70,FV_INUKTITUK,30,7,18,5,2.1,30,A
316007890,2024-08-15T02:01:46,69.332614,-105.764051,3.0,68.7,67,FV_INUKTITUK,30,7,18,5,2.1,30,A
316007890,2024-08-15T02:08:13,69.334353,-105.751264,3.1,71.2,70,FV_INUKTITUK,30,7,18,5,2.1,30,A
316003456,2024-08-15T02:15:37,69.208689,-105.232267,2.6,327.0,319,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316003456,2024-08-15T02:30:25,69.219075,-105.253371,3.2,327.8,321,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316007890,2024-08-15T02:39:33,69.343301,-105.687335,3.1,71.7,67,FV_INUKTITUK,30,7,18,5,2.1,30,A
316003456,2024-08-15T02:40:41,69.226305,-105.268571,2.6,326.6,326,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316007890,2024-08-15T02:52:01,69.346912,-105.662072,2.6,68.5,69,FV_INUKTITUK,30,7,18,5,2.1,30,A
316007890,2024-08-15T03:06:28,69.351252,-105.631748,2.3,63.6,70,FV_INUKTITUK,30,7,18,5,2.1,30,A
316003456,2024-08-15T03:52:56,69.279379,-105.372179,2.5,327.4,323,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316003456,2024-08-15T04:01:44,69.285297,-105.384993,3.3,321.0,329,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316007890,2024-08-15T04:19:35,69.371782,-105.482057,1.7,68.8,71,FV_INUKTITUK,30,7,18,5,2.1,30,A
316003456,2024-08-15T04:37:54,69.311634,-105.437427,3.2,324.2,330,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316003456,2024-08-15T04:51:37,69.321973,-105.457163,3.3,324.7,326,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316007890,2024-08-15T04:56:51,69.382176,-105.405142,3.5,66.9,67,FV_INUKTITUK,30,7,18,5,2.1,30,A
316003456,2024-08-15T04:59:33,69.327636,-105.468058,3.1,325.4,321,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316007890,2024-08-15T05:07:09,69.385111,-105.384277,3.4,70.4,69,FV_INUKTITUK,30,7,18,5,2.1,30,A
316007890,2024-08-15T05:18:40,69.388474,-105.360697,3.3,68.8,69,FV_INUKTITUK,30,7,18,5,2.1,30,A
316007890,2024-08-15T05:27:49,69.391221,-105.341123,2.6,66.9,70,FV_INUKTITUK,30,7,18,5,2.1,30,A
316003456,2024-08-15T06:47:56,69.406467,-105.625283,3.4,324.5,323,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316003456,2024-08-15T06:55:28,69.412075,-105.636,2.2,324.5,327,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316003456,2024-08-15T07:03:55,69.41813,-105.648658,2.9,325.7,322,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316003456,2024-08-15T07:10:55,69.423156,-105.658198,3.8,319.4,325,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316007890,2024-08-15T07:20:53,69.423395,-105.108293,2.9,68.3,69,FV_INUKTITUK,30,7,18,5,2.1,30,A
316007890,2024-08-15T07:31:45,69.425775,-105.086395,3.1,69.8,67,FV_INUKTITUK,30,7,18,5,2.1,30,A
316007890,2024-08-15T07:44:15,69.429911,-105.060742,2.7,67.0,72,FV_INUKTITUK,30,7,18,5,2.1,30,A
316003456,2024-08-15T09:08:56,69.508921,-105.830278,2.5,323.8,323,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316007890,2024-08-15T09:13:22,69.455157,-104.876583,3.1,67.0,69,FV_INUKTITUK,30,7,18,5,2.1,30,A
316003456,2024-08-15T09:14:25,69.51302,-105.838356,3.0,325.9,327,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316007890,2024-08-15T09:24:06,69.458136,-104.854992,2.7,66.4,74,FV_INUKTITUK,30,7,18,5,2.1,30,A
316003456,2024-08-15T09:25:47,69.521222,-105.855013,3.1,322.1,321,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316003456,2024-08-15T09:37:04,69.529936,-105.871365,3.7,322.2,323,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316003456,2024-08-15T10:33:38,69.570723,-105.953658,3.6,326.9,323,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316003456,2024-08-15T10:43:56,69.578709,-105.968996,4.1,321.4,324,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316003456,2024-08-15T10:52:20,69.584536,-105.980374,4.0,329.1,330,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316003456,2024-08-15T11:04:34,69.59393,-105.998933,2.8,325.1,325,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316003456,2024-08-15T11:14:07,69.600333,-106.012995,2.4,323.2,321,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316007890,2024-08-15T11:17:43,69.489976,-104.619613,3.1,71.4,66,FV_INUKTITUK,30,7,18,5,2.1,30,A
316003456,2024-08-15T11:20:12,69.604801,-106.021611,2.8,326.3,327,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
316007890,2024-08-15T11:26:07,69.492956,-104.602351,2.6,70.3,65,FV_INUKTITUK,30,7,18,5,2.1,30,A
316007890,2024-08-15T13:03:16,69.520294,-104.401323,2.5,70.2,71,FV_INUKTITUK,30,7,18,5,2.1,30,A
316003456,2024-08-15T13:04:21,69.680518,-106.174229,3.0,325.6,323,ARCTIC_SURVEYOR,31,1,64,14,4.8,31,A
